,year,area_code,Total,SA2 code,SA2 name,Postcode
2098,2005,21240,11964,21240,Sunbury,3063.0
2098,2025,21443,27951,21240,Sunbury,3063.0
2099,2005,21241,21966,21241,Sunbury - South,3427.0
2099,2026,21443,29753,21241,Sunbury - South,3427.0
2100,2005,21242,11518,21242,Broadmeadows,3047.0
2100,2022,21444,25516,21242,Broadmeadows,3047.0
2101,2005,21243,15917,21243,Campbellfield - Coolaroo,3047.0
2101,2023,21444,27029,21243,Campbellfield - Coolaroo,3047.0
2102,2005,21245,18165,21245,Gladstone Park - Westmeadows,3043.0
2102,2024,21444,27801,21245,Gladstone Park - Westmeadows,3043.0
2103,2005,21246,11636,21246,Greenvale - Bulla,3048.0
2103,2025,21444,27741,21246,Greenvale - Bulla,3048.0
2104,2005,21247,15213,21247,Meadow Heights,3048.0
2104,2026,21444,26828,21247,Meadow Heights,3048.0
2105,2005,21248,137,21248,Melbourne Airport,3036.0
2105,2022,21445,34016,21248,Melbourne Airport,3036.0
2106,2005,21249,16437,21249,Roxburgh Park - Somerton,3059.0
2106,2023,21445,50119,21249,Roxburgh Park - Somerton,3059.0
2107,2005,21250,6581,21250,Tullamarine,3043.0
2107,2024,21445,75072,21250,Tullamarine,3043.0
2108,2005,21441,7909,21441,Craigieburn - Central,
2108,2025,21445,114287,21441,Craigieburn - Central,
2109,2005,21442,2292,21442,Craigieburn - North,
2109,2026,21445,176784,21442,Craigieburn - North,
2110,2005,21443,10028,21443,Craigieburn - South,
2110,2022,21446,24148,21443,Craigieburn - South,
2111,2005,21444,141,21444,Craigieburn - West,
2111,2023,21446,24483,21444,Craigieburn - West,
2112,2005,21445,1130,21445,Mickleham - Yuroke,
2112,2024,21446,24837,21445,Mickleham - Yuroke,
2113,2005,21251,10867,21251,Bayswater,3152.0
2113,2025,21446,25211,21251,Bayswater,3152.0
2114,2005,21254,13066,21254,Knoxfield - Scoresby,3156.0
2114,2026,21446,25605,21254,Knoxfield - Scoresby,3156.0
2115,2005,21255,6090,21255,Lysterfield,3156.0
2115,2022,21447,14312,21255,Lysterfield,3156.0
2116,2005,21256,16017,21256,Rowville - Central,3178.0
2116,2023,21447,14378,21256,Rowville - Central,3178.0
2117,2005,21257,7575,21257,Rowville - North,3156.0
2117,2024,21447,14446,21257,Rowville - North,3156.0
2118,2005,21258,10493,21258,Rowville - South,3178.0
2118,2025,21447,14517,21258,Rowville - South,3178.0
2119,2005,21259,14383,21259,Wantirna,3152.0
2119,2026,21447,14590,21259,Wantirna,3152.0
2120,2005,21260,18191,21260,Wantirna South,3152.0
2120,2022,21448,15514,21260,Wantirna South,3152.0
2121,2005,21446,20568,21446,Boronia,
2121,2023,21448,15584,21446,Boronia,
2122,2005,21447,13121,21447,Ferntree Gully (North),
2122,2024,21448,15659,21447,Ferntree Gully (North),
2123,2005,21448,14560,21448,Ferntree Gully (South) - Upper Ferntree Gully,
2123,2025,21448,15738,21448,Ferntree Gully (South) - Upper Ferntree Gully,
2124,2005,21449,4372,21449,The Basin,
2124,2026,21448,15822,21449,The Basin,
2125,2005,21261,15878,21261,Donvale - Park Orchards,3109.0
2125,2022,21449,4383,21261,Donvale - Park Orchards,3109.0
2126,2005,21262,10334,21262,Warrandyte - Wonga Park,3109.0
2126,2023,21449,4387,21262,Warrandyte - Wonga Park,3109.0
2127,2005,21263,11203,21263,Bayswater North,3137.0
2127,2024,21449,4392,21263,Bayswater North,3137.0
2128,2005,21265,18084,21265,Croydon Hills - Warranwood,3115.0
2128,2025,21449,4398,21265,Croydon Hills - Warranwood,3115.0
2129,2005,21266,15211,21266,Ringwood,3134.0
2129,2026,21449,4405,21266,Ringwood,3134.0
2130,2005,21267,18470,21267,Ringwood East,3134.0
2130,2022,21450,16431,21267,Ringwood East,3134.0
2131,2005,21268,9530,21268,Ringwood North,3114.0
2131,2023,21450,16629,21268,Ringwood North,3114.0
2132,2005,21450,12829,21450,Croydon - East,
2132,2024,21450,16827,21450,Croydon - East,
2133,2005,21451,10875,21451,Croydon - West,
2133,2025,21450,17025,21451,Croydon - West,
2134,2005,21452,4335,21452,Croydon South,
2134,2026,21450,17223,21452,Croydon South,
2135,2005,21269,9976,21269,Forest Hill,3131.0
2135,2022,21451,14463,21269,Forest Hill,3131.0
2136,2005,21270,14734,21270,Mitcham (Vic.),3132.0
2136,2023,21451,14682,21270,Mitcham (Vic.),3132.0
2137,2005,21271,10466,21271,Nunawading,3131.0
2137,2024,21451,14903,21271,Nunawading,3131.0
2138,2005,21272,9561,21272,Vermont,3133.0
2138,2025,21451,15127,21272,Vermont,3133.0
2139,2005,21273,11865,21273,Vermont South,3133.0
2139,2026,21451,15353,21273,Vermont South,3133.0
2140,2005,21274,10565,21274,Belgrave - Selby,3156.0
2140,2022,21452,4979,21274,Belgrave - Selby,3156.0
2141,2005,21275,9135,21275,Chirnside Park,3116.0
2141,2023,21452,5024,21275,Chirnside Park,3116.0
2142,2005,21276,12532,21276,Healesville - Yarra Glen,3770.0
2142,2024,21452,5071,21276,Healesville - Yarra Glen,3770.0
2143,2005,21277,8576,21277,Kilsyth,3137.0
2143,2025,21452,5120,21277,Kilsyth,3137.0
2144,2005,21278,16904,21278,Lilydale - Coldstream,3140.0
2144,2026,21452,5171,21278,Lilydale - Coldstream,3140.0
2145,2005,21279,5623,21279,Monbulk - Silvan,3782.0
2145,2022,21453,12151,21279,Monbulk - Silvan,3782.0
2146,2005,21280,6738,21280,Montrose,3137.0
2146,2023,21453,12108,21280,Montrose,3137.0
2147,2005,21281,19690,21281,Mooroolbark,3116.0
2147,2024,21453,12063,21281,Mooroolbark,3116.0
2148,2005,21282,9769,21282,Mount Dandenong - Olinda,3159.0
2148,2025,21453,12016,21282,Mount Dandenong - Olinda,3159.0
2149,2005,21283,9357,21283,Mount Evelyn,3139.0
2149,2026,21453,11966,21283,Mount Evelyn,3139.0
2150,2005,21284,10148,21284,Upwey - Tecoma,3156.0
2150,2022,21454,13353,21284,Upwey - Tecoma,3156.0
2151,2005,21285,7241,21285,Wandin - Seville,3139.0
2151,2023,21454,13239,21285,Wandin - Seville,3139.0
2152,2005,21286,15788,21286,Yarra Valley,3139.0
2152,2024,21454,13122,21286,Yarra Valley,3139.0
2153,2005,21287,6244,21287,Beaconsfield - Officer,3807.0
2153,2025,21454,13002,21287,Beaconsfield - Officer,3807.0
2154,2005,21288,7766,21288,Bunyip - Garfield,3810.0
2154,2026,21454,12880,21288,Bunyip - Garfield,3810.0
2155,2005,21289,17454,21289,Emerald - Cockatoo,3139.0
2155,2022,21455,13484,21289,Emerald - Cockatoo,3139.0
2156,2005,21290,5531,21290,Koo Wee Rup,3809.0
2156,2023,21455,13331,21290,Koo Wee Rup,3809.0
2157,2005,21291,7062,21291,Pakenham - North,3810.0
2157,2024,21455,13161,21291,Pakenham - North,3810.0
2158,2005,21292,11197,21292,Pakenham - South,3810.0
2158,2025,21455,12976,21292,Pakenham - South,3810.0
2159,2005,21293,21209,21293,Berwick - North,3806.0
2159,2026,21455,12776,21293,Berwick - North,3806.0
2160,2005,21294,15001,21294,Berwick - South,3805.0
2160,2022,21456,15018,21294,Berwick - South,3805.0
2161,2005,21295,9769,21295,Doveton,3177.0
2161,2023,21456,15128,21295,Doveton,3177.0
2162,2005,21297,9855,21297,Hallam,3803.0
2162,2024,21456,15235,21297,Hallam,3803.0
2163,2005,21299,6279,21299,Narre Warren North,3803.0
2163,2025,21456,15339,21299,Narre Warren North,3803.0
2164,2005,21453,12325,21453,Endeavour Hills - North,
2164,2026,21456,15440,21453,Endeavour Hills - North,
2165,2005,21454,14686,21454,Endeavour Hills - South,
2165,2022,21457,12473,21454,Endeavour Hills - South,
2166,2005,21455,13517,21455,Narre Warren - North East,
2166,2023,21457,11605,21455,Narre Warren - North East,
2167,2005,21456,12755,21456,Narre Warren - South West,
2167,2024,21457,10684,21456,Narre Warren - South West,
2168,2005,21300,14665,21300,Cranbourne,3977.0
2168,2025,21457,9731,21300,Cranbourne,3977.0
2169,2005,21301,3425,21301,Cranbourne East,3977.0
2169,2026,21457,8768,21301,Cranbourne East,3977.0
2170,2005,21302,9565,21302,Cranbourne North,3977.0
2170,2022,21458,16101,21302,Cranbourne North,3977.0
2171,2005,21303,4925,21303,Cranbourne South,3977.0
2171,2023,21458,15178,21303,Cranbourne South,3977.0
2172,2005,21304,7238,21304,Cranbourne West,3977.0
2172,2024,21458,14183,21304,Cranbourne West,3977.0
2173,2005,21305,22485,21305,Hampton Park - Lynbrook,3976.0
2173,2025,21458,13136,21305,Hampton Park - Lynbrook,3976.0
2174,2005,21306,4091,21306,Lynbrook - Lyndhurst,3975.0
2174,2026,21458,12058,21306,Lynbrook - Lyndhurst,3975.0
2175,2005,21308,7537,21308,Pearcedale - Tooradin,3912.0
2175,2022,21459,12934,21308,Pearcedale - Tooradin,3912.0
2176,2005,21457,10714,21457,Narre Warren South (East),
2176,2023,21459,12953,21457,Narre Warren South (East),
2177,2005,21458,13780,21458,Narre Warren South (West),
2177,2024,21459,12959,21458,Narre Warren South (West),
2178,2005,21309,12367,21309,Clarinda - Oakleigh South,3167.0
2178,2025,21459,12951,21309,Clarinda - Oakleigh South,3167.0
2179,2005,21310,10947,21310,Clayton South,3169.0
2179,2026,21459,12929,21310,Clayton South,3169.0
2180,2005,21311,22980,21311,Dandenong,3175.0
2180,2022,21460,20037,21311,Dandenong,3175.0
2181,2005,21312,22815,21312,Dandenong North,3174.0
2181,2023,21460,20263,21312,Dandenong North,3174.0
2182,2005,21313,10375,21313,Dingley Village,3169.0
2182,2024,21460,20496,21313,Dingley Village,3169.0
2183,2005,21314,17335,21314,Keysborough,3173.0
2183,2025,21460,20737,21314,Keysborough,3173.0
2184,2005,21316,7861,21316,Noble Park North,3174.0
2184,2026,21460,20985,21316,Noble Park North,3174.0
2185,2005,21317,18716,21317,Springvale,3171.0
2185,2022,21461,5737,21317,Springvale,3171.0
2186,2005,21318,11738,21318,Springvale South,3172.0
2186,2023,21461,5582,21318,Springvale South,3172.0
2187,2005,21459,10088,21459,Noble Park - East,
2187,2024,21461,5393,21459,Noble Park - East,
2188,2005,21460,16521,21460,Noble Park - West,
2188,2025,21461,5173,21460,Noble Park - West,
2189,2005,21319,15243,21319,Ashwood - Chadstone,3125.0
2189,2026,21461,4927,21319,Ashwood - Chadstone,3125.0
2190,2005,21320,15933,21320,Clayton,3167.0
2190,2022,21462,4561,21320,Clayton,3167.0
2191,2005,21321,21086,21321,Glen Waverley - East,3150.0
2191,2023,21462,2904,21321,Glen Waverley - East,3150.0
2192,2005,21322,18012,21322,Glen Waverley - West,3150.0
2192,2024,21462,1642,21322,Glen Waverley - West,3150.0
2193,2005,21323,14612,21323,Mount Waverley - North,3149.0
2193,2025,21462,811,21323,Mount Waverley - North,3149.0
2194,2005,21324,16551,21324,Mount Waverley - South,3149.0
2194,2026,21462,343,21324,Mount Waverley - South,3149.0
2195,2005,21325,16747,21325,Mulgrave,3170.0
2195,2022,21463,18581,21325,Mulgrave,3170.0
2196,2005,21326,19487,21326,Oakleigh - Huntingdale,3166.0
2196,2023,21463,16361,21326,Oakleigh - Huntingdale,3166.0
2197,2005,21327,20642,21327,Wheelers Hill,3150.0
2197,2024,21463,14085,21327,Wheelers Hill,3150.0
2198,2005,21328,6523,21328,Ardeer - Albion,3020.0
2198,2025,21463,11849,21328,Ardeer - Albion,3020.0
2199,2005,21329,5255,21329,Cairnlea,3023.0
2199,2026,21463,9735,21329,Cairnlea,3023.0
2200,2005,21330,13644,21330,Deer Park - Derrimut,3023.0
2200,2022,21464,19867,21330,Deer Park - Derrimut,3023.0
2201,2005,21331,8954,21331,Delahey,3037.0
2201,2023,21464,19843,21331,Delahey,3037.0
2202,2005,21332,14697,21332,Keilor Downs,3021.0
2202,2024,21464,19510,21332,Keilor Downs,3021.0
2203,2005,21333,14796,21333,Kings Park (Vic.),3021.0
2203,2025,21464,18879,21333,Kings Park (Vic.),3021.0
2204,2005,21334,18824,21334,St Albans - North,3021.0
2204,2026,21464,17974,21334,St Albans - North,3021.0
2205,2005,21335,16148,21335,St Albans - South,3021.0
2205,2022,21465,18872,21335,St Albans - South,3021.0
2206,2005,21336,8244,21336,Sunshine,3020.0
2206,2023,21465,14107,21336,Sunshine,3020.0
2207,2005,21337,10473,21337,Sunshine North,3020.0
2207,2024,21465,10008,21337,Sunshine North,3020.0
2208,2005,21338,16443,21338,Sunshine West,3012.0
2208,2025,21465,6718,21338,Sunshine West,3012.0
2209,2005,21339,11061,21339,Sydenham,3037.0
2209,2026,21465,4254,21339,Sydenham,3037.0
2210,2005,21340,18687,21340,Taylors Lakes,3036.0
2210,2022,21466,18511,21340,Taylors Lakes,3036.0
2211,2005,21341,11864,21341,Altona,3018.0
2211,2023,21466,16728,21341,Altona,3018.0
2212,2005,21342,19379,21342,Altona Meadows,3028.0
2212,2024,21466,14259,21342,Altona Meadows,3028.0
2213,2005,21343,12869,21343,Altona North,3012.0
2213,2025,21466,11424,21343,Altona North,3012.0
2214,2005,21344,15186,21344,Newport,3015.0
2214,2026,21466,8567,21344,Newport,3015.0
2215,2005,21345,5124,21345,Seabrook,3028.0
2215,2022,21467,18859,21345,Seabrook,3028.0
2216,2005,21346,14550,21346,Williamstown,3016.0
2216,2023,21467,18433,21346,Williamstown,3016.0
2217,2005,21347,13184,21347,Braybrook,3012.0
2217,2024,21467,17966,21347,Braybrook,3012.0
2218,2005,21348,11731,21348,Footscray,3011.0
2218,2025,21467,17461,21348,Footscray,3011.0
2219,2005,21349,8026,21349,Maribyrnong,3032.0
2219,2026,21467,16922,21349,Maribyrnong,3032.0
2220,2005,21350,8202,21350,Seddon - Kingsville,3011.0
2220,2022,21468,25353,21350,Seddon - Kingsville,3011.0
2221,2005,21351,9988,21351,West Footscray - Tottenham,3012.0
2221,2023,21468,28554,21351,West Footscray - Tottenham,3012.0
2222,2005,21352,13006,21352,Yarraville,3013.0
2222,2024,21468,32373,21352,Yarraville,3013.0
2223,2005,21353,15345,21353,Bacchus Marsh,3340.0
